Column3;Column4;Column5
0;1.5014330550894999;-0.9944177060457995
1;1.5029120914100398;-0.9941975922238144
2;1.5040389285810816;-0.9941197885068588
3;1.5054402302333472;-0.9940388990424647
4;1.5075167103553941;-0.9939117799027913
5;1.5125628597293026;-0.9935921496421832
6;1.5153653096925888;-0.9934005695250739
7;1.5213089978715937;-0.9930590604127423
8;1.527639351711705;-0.9928643717242039
9;1.5344860183882691;-0.9928150488760168
10;1.5411882855042331;-0.9930164088048822
11;1.5550939749353712;-0.9942452893250519
12;1.5596875195026794;-0.9949591043239733
13;1.564282228460088;-0.9958480670969201
14;1.5740002489854112;-0.9984992149155781
15;1.580887207515666;-1.0012538464510765
16;1.584250102550042;-1.0029433903422937
17;1.5879765481046588;-1.0051079415594704
18;1.5910436129400591;-1.0071308453732684
19;1.5984421392126797;-1.0128734131257464
20;1.6054688649027593;-1.019164379263568
21;1.614587177513896;-1.0283957237166856
22;1.619727507757116;-1.034066656661324
23;1.6283482110357574;-1.0444737471527095
24;1.6376393105294431;-1.0571369060581433
25;1.6451738481177078;-1.069126580065065
26;1.6485423046053103;-1.0751855163604604
27;1.655012840267864;-1.088515725794711
28;1.6593739028496584;-1.099098414077045
29;1.6619893470077332;-1.1059818494929885
30;1.66367122168438;-1.1105089722041084
31;1.6656454355747072;-1.1161217220640578
32;1.6693047978573403;-1.1273097756470767
33;1.6709778809571838;-1.1328852891996937
34;1.672895186579679;-1.1395921966619404
35;1.6750975819093719;-1.1474790039182041
36;1.6772698274223221;-1.1555212299562456
37;1.6791037861021372;-1.162499749688219
38;1.6797228980901995;-1.1648555056504852
39;1.6842754933189081;-1.1838137121322367
40;1.6881626587885663;-1.2041696592687001
41;1.6890133728534842;-1.2095404245782202
42;1.6900333211911762;-1.2162186531060029
43;1.6910507330660924;-1.2228485385535617
44;1.6918740304379045;-1.22814282014571
45;1.6940022051440644;-1.2415191565358281
46;1.6950799891223096;-1.248396353696733
47;1.696107888339027;-1.2553952616517112
48;1.6979688860322733;-1.2694771975671475
49;1.6988572087334157;-1.276572344786242
50;1.7005877491301404;-1.292638154816701
51;1.702307337670063;-1.3152852041657126
52;1.702603924447672;-1.3212245930454565
53;1.7029343883912238;-1.3299967916845283
54;1.7036404713608357;-1.3472303094104496
55;1.7039478117209468;-1.3529492668425156
56;1.705039421723989;-1.3688137755715908
57;1.705887612579928;-1.3776228892686648
58;1.708869117433068;-1.398794147221032
59;1.7106055168325043;-1.408089699017696
60;1.714576580355087;-1.425327580872331
61;1.7174968646953503;-1.4360004106396902
62;1.7196297441031916;-1.4433153412117137
63;1.7242719783483873;-1.4584328129862507
64;1.7286759601842305;-1.4726783086613182
65;1.7306534723267364;-1.47909127193234
66;1.7326532578955323;-1.485496450938393
67;1.7367056897208677;-1.4982899458638947
68;1.7392044057376754;-1.505976457834566
69;1.7426384450376584;-1.5162114856530153
70;1.747018309729413;-1.529009436257979
71;1.7501437219319034;-1.5379600917930178
72;1.7537568401049382;-1.548053291183847
73;1.756446304686448;-1.555518169074072
74;1.763343420793841;-1.5755915436134555
75;1.7659124205646184;-1.5833054211100257
76;1.7695190675252908;-1.5951253558785288
77;1.7736443018409918;-1.61157511920127
78;1.775841515504018;-1.6231279828619742
79;1.7767446998610272;-1.629015852751767
80;1.7786567692920097;-1.646924804293221
81;1.778764629224716;-1.6484013468371133
82;1.7792584334437593;-1.6613950818794274
83;1.779236184437628;-1.6696359026528929
84;1.7791316898470435;-1.675038835895203
85;1.7789284766337103;-1.680428030673874
86;1.7775689303562865;-1.6978095570307115
87;1.775783224569652;-1.7103663582112973
88;1.7745551399490473;-1.7176526218770332
89;1.773896088831289;-1.7212817388256225
90;1.7724506100901802;-1.7284434854635478
91;1.7708280026316905;-1.735525754073822
92;1.7676686549029987;-1.7474219171203167
93;1.7636270960063838;-1.760039811082729
94;1.759612383584486;-1.7710793916853036
95;1.7551716934122583;-1.782025834972201
96;1.7504315093829712;-1.792256740998514
97;1.74807379698855;-1.7971155342712521
98;1.7439996965416735;-1.8056411857992525
99;1.7414067655117778;-1.8112925777233277
100;1.7392902579627596;-1.8161226145896798
101;1.7371885777775975;-1.8211404133750728
102;1.730886542084578;-1.8375694686947155
103;1.730036251426635;-1.8399167063057005
104;1.7261823596183175;-1.8507452473478092
105;1.7211200555948476;-1.8658630598386594
106;1.7162974123145753;-1.8821660281692456
107;1.7129933581409333;-1.895033195068746
108;1.711351218149667;-1.9021660080450573
109;1.7080425733958293;-1.9174091191978258
110;1.7068948621838442;-1.9228210540741404
111;1.7055017106362687;-1.9295376553032957
112;1.702700601126061;-1.9429304634148936
113;1.7016176684588726;-1.9483027706405203
114;1.6969125793065907;-1.969671572379805
115;1.6941179077720696;-1.9805763246334185
116;1.6922049106009225;-1.9875623551956987
117;1.690203644134655;-1.9946291080588991
118;1.6860372105273562;-2.0087879334924135
119;1.6834183406118222;-2.017416748579971
120;1.6786264430260325;-2.0321474678713636
121;1.6731421152238888;-2.047248699165154
122;1.6700286587647004;-2.054930889722795
123;1.661511644521371;-2.073602376464333
124;1.655792843400102;-2.084520662117644
125;1.6477881332638198;-2.0982526709937943
126;1.6362176508399888;-2.1155206319128728
127;1.6279878875528992;-2.1263197769414313
128;1.6227067017173;-2.1327091807913865
129;1.6184598840949835;-2.1375650500951275
130;1.6152854844246642;-2.141038496080237
131;1.6038933490195695;-2.1524899483467728
132;1.5941609642032974;-2.1614243404738143
