0,0,0,reset,0:0:5
0,351,229,goal,0:1:57
0,351,230,goal,0:0:1
0,351,231,goal,0:0:1
0,351,232,goal,0:0:1
0,351,233,goal,0:0:1
0,351,234,goal,0:0:1
0,351,235,goal,0:0:1
0,351,236,goal,0:0:1
0,351,237,goal,0:0:1
0,351,238,goal,0:0:1
0,351,239,goal,0:0:1
0,351,240,goal,0:0:1
0,351,241,goal,0:0:1
0,351,242,goal,0:0:1
0,351,243,goal,0:0:1
