0,0,0,0.1,0.9,0.3259,0.99999,1.68,1.68,0:0:2
0,0,1,0.1,0.9,0.3259,0.99999,3.36,3.36,0:0:2
0,0,2,0.1,0.9,0.3259,0.99999,-2.4,3.36,0:0:2
0,0,3,0.1,0.9,0.3259,0.99999,-0.6,3.36,0:0:3
0,0,4,0.1,0.9,0.3259,0.99999,1.34,3.36,0:0:3
0,0,5,0.1,0.9,0.3259,0.99999,3.34,3.36,0:0:3
0,0,6,0.1,0.9,0.3259,0.99999,0.6,3.36,0:0:3
0,0,7,0.1,0.9,0.3259,0.99999,2.92,3.36,0:0:3
0,0,8,0.1,0.9,0.3259,0.99999,-2.14,3.36,0:0:3
0,0,9,0.1,0.9,0.3259,0.99999,-2.2,3.36,0:0:3
0,0,10,0.1,0.9,0.3259,0.99999,-2.2,3.36,0:0:3
0,0,11,0.1,0.9,0.3259,0.99999,-7.14,3.36,0:0:3
0,0,12,0.1,0.9,0.3259,0.99999,-2.0,3.36,0:0:3
0,0,13,0.1,0.9,0.3259,0.99999,-1.74,3.36,0:0:3
0,0,14,0.1,0.9,0.3259,0.99999,3.52,3.5199999999999987,0:0:3
0,0,15,0.1,0.9,0.3259,0.99999,1.34,3.5199999999999987,0:0:4
0,0,16,0.1,0.9,0.3259,0.99999,4.36,4.3599999999999985,0:0:4
0,0,17,0.1,0.9,0.3259,0.99999,-0.06,4.3599999999999985,0:0:4
0,0,18,0.1,0.9,0.3259,0.99999,-4.3,4.3599999999999985,0:0:4
0,0,19,0.1,0.9,0.3259,0.99999,-3.46,4.3599999999999985,0:0:4
0,0,20,0.1,0.9,0.3259,0.99999,-0.06,4.3599999999999985,0:0:4
0,0,21,0.1,0.9,0.3259,0.99999,3.4,4.3599999999999985,0:0:4
0,0,22,0.1,0.9,0.3259,0.99999,1.92,4.3599999999999985,0:0:4
0,0,23,0.1,0.9,0.3259,0.99999,5.49386302133,5.493863021328023,0:0:4
0,0,24,0.1,0.9,0.3259,0.99999,4.21605724834,5.493863021328023,0:0:4
0,0,25,0.1,0.9,0.3259,0.99999,2.93825147535,5.493863021328023,0:0:4
0,0,26,0.1,0.9,0.3259,0.99999,9.14758890347,9.147588903467849,0:0:5
0,0,27,0.1,0.9,0.3259,0.99999,12.8612119312,12.861211931216523,0:0:5
0,0,28,0.1,0.9,0.3259,0.99999,14.0791205586,14.079120558596465,0:0:5
0,0,29,0.1,0.9,0.3259,0.99999,10.3056003852,14.079120558596465,0:0:5
0,0,30,0.1,0.9,0.3259,0.99999,9.08977954536,14.079120558596465,0:0:5
0,0,31,0.1,0.9,0.3259,0.99999,15.2884726798,15.288472679805231,0:0:5
0,0,32,0.1,0.9,0.3259,0.99999,18.995729667,18.995729666962553,0:0:5
0,0,33,0.1,0.9,0.3259,0.99999,22.7029866541,22.702986654119876,0:0:5
0,0,34,0.1,0.9,0.3259,0.99999,28.9614742561,28.961474256095137,0:0:5
0,0,35,0.1,0.9,0.3259,0.99999,32.7883201783,32.788320178322046,0:0:5
0,0,36,0.1,0.9,0.3259,0.99999,29.405775468,32.788320178322046,0:0:5
0,0,37,0.1,0.9,0.3259,0.99999,26.2023066542,32.788320178322046,0:0:6
0,0,38,0.1,0.9,0.3259,0.99999,30.7189987085,32.788320178322046,0:0:6
0,0,39,0.1,0.9,0.3259,0.99999,30.3807442375,32.788320178322046,0:0:6
0,0,40,0.1,0.9,0.3259,0.99999,30.182112107,32.788320178322046,0:0:6
