0,91,-656.707105550665,1.0333987474441528,501,0.41294967113388825,0:12:28
0,92,-445.9024479458273,6.123661041259766,1002,0.40882017442254937,0:26:56
0,93,-149.4936902955824,0.7909520864486694,1503,0.4047319726783239,0:41:34
0,94,-52.059464466605284,2.728304386138916,2004,0.40068465295154065,0:56:20
0,95,-81.39494242401354,1.7818894386291504,2505,0.39667780642202527,1:11:28
0,96,69.79215503533499,2.431018590927124,3006,0.392711028357805,1:15:43
0,97,-220.64547865799523,4.98606538772583,3507,0.38878391807422696,1:19:43
0,98,266.25423666945386,2.9069156646728516,4008,0.3848960788934847,1:24:22
0,99,675.2738487618191,3.273423433303833,4509,0.38104711810454983,1:29:5
0,100,2001.9296649231007,2.1780195236206055,5010,0.37723664692350434,1:33:35
0,101,35485.46571601991,23.252805709838867,5511,0.37346428045426927,1:37:40
0,102,301.35489186073556,38.351932525634766,6012,0.36972963764972655,1:42:22
0,103,-475.71963662207355,33.94340515136719,6513,0.36603234127322926,1:46:25
0,104,91.76212356081264,21.625537872314453,7014,0.36237201786049694,1:50:35
