0,0,0,reset,0:0:2
0,0,499,reset,0:0:58
0,0,499,collision,0:0:58
0,0,499,reset,0:1:1
0,1,281,reset,0:1:29
0,1,281,collision,0:1:29
0,1,281,reset,0:1:32
0,2,916,reset,0:3:5
0,2,916,collision,0:3:5
0,2,916,reset,0:3:7
0,3,635,reset,0:4:15
0,3,635,collision,0:4:15
0,3,635,reset,0:4:17
0,4,434,reset,0:5:3
0,4,434,collision,0:5:3
0,4,434,reset,0:5:5
0,5,227,reset,0:5:30
0,5,227,collision,0:5:30
0,5,227,reset,0:5:32
0,6,368,reset,0:6:13
0,6,368,collision,0:6:13
0,6,368,reset,0:6:15
0,7,479,reset,0:7:4
0,7,479,collision,0:7:4
0,7,479,reset,0:7:6
0,8,294,reset,0:7:39
0,8,294,collision,0:7:39
0,8,294,reset,0:7:41
0,9,166,reset,0:8:0
0,9,166,collision,0:8:0
0,9,166,reset,0:8:2
0,10,365,reset,0:8:40
0,10,365,collision,0:8:40
0,10,365,reset,0:8:42
