Column3;Column4;Column5
233;3.164748630102029;-2.9173033089839016
234;3.177549057733523;-2.9292249542459503
235;3.186868523827157;-2.9368168732140223
236;3.1983603313189257;-2.945128003982697
237;3.2119861947015096;-2.953564070097413
238;3.233118235423814;-2.9639490858596584
239;3.2402480942970864;-2.966787011897499
240;3.2491200393883837;-2.9701870191132764
241;3.2562283989576444;-2.9727799155735264
242;3.265196115652709;-2.975744227496585
243;3.2705874085609583;-2.977447841476419
244;3.2831281644832364;-2.9812154814160143
245;3.290284541838761;-2.9832511285703713
246;3.3046470937669854;-2.98713826501831
247;3.3213132042143285;-2.991127202835589
248;3.331015792443621;-2.9931387406396714
