Column1;Column2;Column3;Column4;Column5;Column6;Column7
0;10;0;1.5016678451931522;-0.9947963890363393;1;-5.0
0;10;1;1.501916234553673;-0.9947498258065942;1;-5.0
0;10;2;1.503558100133363;-0.9946540225970931;1;-5.0
0;10;3;1.5072797778723583;-0.9945947474637876;1;-5.0
0;10;4;1.5135342348649488;-0.9947430523748032;1;-5.0
0;10;5;1.524427686808976;-0.9955060621844304;1;-5.0
0;10;6;1.5346642201032712;-0.996628737013167;1;-5.0
0;10;7;1.5398025696768909;-0.9973833591805664;1;-5.0
0;10;8;1.5480392399308052;-0.9986351317102371;1;-5.0
0;10;9;1.5628785352458254;-1.0006136345989716;1;-5.0
0;10;10;1.5684785822168508;-1.0011308678936892;1;-5.0
0;10;11;1.577873937138446;-1.0018053747695201;1;-5.0
0;10;12;1.5840394250589587;-1.0021053668471267;1;-5.0
0;10;13;1.592988460889095;-1.0024082828328913;1;-5.0
0;10;14;1.6046258546202175;-1.002596740976888;1;-5.0
0;10;15;1.6161951412746018;-1.0026266798798624;1;-5.0
0;10;16;1.620090676640151;-1.0026078976102824;1;-5.0
0;10;17;1.6265642981455175;-1.0025071360719224;1;-5.0
0;10;18;1.6330073911494287;-1.0023709629707007;1;-5.0
0;10;19;1.6444106431466925;-1.0019529836950378;1;-5.0
0;10;20;1.6506632702953468;-1.001677583858316;1;-5.0
0;10;21;1.6591969369157749;-1.0011993978019238;1;-5.0
0;10;22;1.6709940218938295;-1.0005085867020453;1;-5.0
0;10;23;1.6790861282254812;-1.0000154785336162;1;-5.0
0;10;24;1.6905021291512041;-0.999351979167945;1;-5.0
0;10;25;1.697437734857376;-0.9989475199944686;1;-5.0
0;10;26;1.7070355931325205;-0.9983377100259776;1;-5.0
0;10;27;1.714583022834308;-0.9978256085015145;1;-5.0
0;10;28;1.7197143771485381;-0.9974450844736988;1;-5.0
0;10;29;1.7288151455929264;-0.9967344874496972;1;-5.0
0;10;30;1.7340829471531236;-0.9963303255167555;1;-5.0
0;10;31;1.7460661198003595;-0.9954085855715815;1;-5.0
0;10;32;1.751449055930657;-0.9949943744393677;1;-5.0
0;10;33;1.7625474777095538;-0.9941025279543925;1;-5.0
0;10;34;1.7697166187321731;-0.9934574026096328;1;-5.0
0;10;35;1.784622550897344;-0.9918544787868986;1;-5.0
0;10;36;1.7907847572798932;-0.9910798914464599;1;-5.0
0;10;37;1.8049352140371222;-0.9890525515963041;1;-5.0
0;10;38;1.809721465986709;-0.9883082828916366;1;-5.0
0;10;39;1.8240244078182768;-0.9858483841643962;1;-5.0
0;10;40;1.831940632021876;-0.9843980579358345;1;-5.0
0;10;41;1.8351150269829444;-0.9837792286108509;1;-5.0
0;10;42;1.8398737400700624;-0.9828265931580159;1;-5.0
0;10;43;1.8461990029371798;-0.9815129442017879;1;-5.0
0;10;44;1.8602042118969448;-0.9784236638564185;1;-5.0
0;10;45;1.8602042118969448;-0.9784236638564185;1;-5.0
0;10;46;1.8678261406885992;-0.9766423580176797;1;-5.0
0;10;47;1.8781844382180048;-0.9741817571132473;1;-5.0
0;10;48;1.8898483003448774;-0.9714240965185473;1;-5.0
0;10;49;1.8971108087548472;-0.969744235245659;1;-5.0
0;10;50;1.9058882625293727;-0.9677759614299751;1;-5.0
0;10;51;1.913290891136994;-0.9661712171720855;1;-5.0
0;10;52;1.9222014199793245;-0.9642654047575608;1;-5.0
0;10;53;1.9294834324834833;-0.9627246900935529;1;-5.0
0;10;54;1.9466863613408987;-0.9591068594408322;1;-5.0
0;10;55;1.9525325612346511;-0.9578802450350669;1;-5.0
0;10;56;1.9629381117890659;-0.9557823919966458;1;-5.0
0;10;57;1.9736020975923287;-0.953815025986893;1;-5.0
0;10;58;1.9767101775010416;-0.9532952696633535;1;-5.0
0;10;59;1.9830143929443378;-0.952316802726123;1;-5.0
0;10;60;1.9959957023598647;-0.95054312064181;1;-5.0
0;10;61;2.0042211874868676;-0.9495562664517803;1;-5.0
0;10;62;2.009152155998447;-0.9490262688531347;1;-5.0
0;10;63;2.020561074207948;-0.9479523315157287;1;-5.0
0;10;64;2.028699300739432;-0.9472264240882913;1;-5.0
0;10;65;2.0369195024700195;-0.946561049923505;1;-5.0
0;10;66;2.0469050799601614;-0.9458832245451484;1;-5.0
0;10;67;2.0536137477870366;-0.9455104562283526;1;-5.0
0;10;68;2.0673167213409007;-0.9449590004778203;1;-5.0
0;10;69;2.0725674606073627;-0.9448320287174707;1;-5.0
0;10;70;2.0955497800349727;-0.9447108340357903;1;-5.0
0;10;71;2.109835867512507;-0.9450323826805029;1;-5.0
0;10;72;2.128267806265079;-0.9460836515844395;1;-5.0
0;10;73;2.1415565085598978;-0.9472876246653353;1;-5.0
0;10;74;2.145378337332923;-0.9476937652112436;1;-5.0
0;10;75;2.1624310027875127;-0.949907476213959;1;-5.0
0;10;76;2.1716876378990255;-0.9514186530596459;1;-5.0
0;10;77;2.1861822013938754;-0.9540791835337608;1;-5.0
0;10;78;2.193422868050546;-0.9554831629236038;1;-5.0
0;10;79;2.1988770729955696;-0.9565886317005343;1;-5.0
0;10;80;2.206218274020791;-0.9581730892958372;1;-5.0
0;10;81;2.2230929606760386;-0.9623683701201657;1;-5.0
0;10;82;2.230727227456627;-0.9645284037462806;1;-5.0
0;10;83;2.2439931693578337;-0.9686466749707351;1;-5.0
0;10;84;2.263709032544075;-0.9756806756289157;1;-5.0
0;10;85;2.270521546902674;-0.9783874975151927;1;-5.0
0;10;86;2.2870986705861247;-0.9856393119907719;1;-5.0
0;10;87;2.2935775100805196;-0.9887585678600965;1;-5.0
0;10;88;2.299920634434826;-0.9919792814244648;1;-5.0
0;10;89;2.3060973822471804;-0.995264278729328;1;-5.0
0;10;90;2.3135402719081433;-0.9994567504290232;1;-5.0
0;10;91;2.3207224195772014;-1.0037161006922084;1;-5.0
0;10;92;2.3316255670566024;-1.0106701905506157;1;-5.0
0;10;93;2.337985005156985;-1.0150202969530053;1;-5.0
0;10;94;2.345218291116735;-1.0201715181047306;1;-5.0
0;10;95;2.3487315158838324;-1.0227140418171257;1;-5.0
0;10;96;2.358965552887119;-1.0302385569340884;1;-5.0
0;10;97;2.3656414593781188;-1.0352253501417055;1;-5.0
0;10;98;2.370064079347736;-1.0385525749031788;1;-5.0
0;10;99;2.3788868904514384;-1.0451722460351147;1;-5.0
0;10;100;2.383290272854789;-1.0484625055547359;1;-5.0
0;10;101;2.387729518523859;-1.0517392429071442;1;-5.0
0;10;102;2.397923504686674;-1.0591263975157854;1;-5.0
0;10;103;2.407348991009989;-1.0656866281871138;1;-5.0
0;10;104;2.4110201771432282;-1.068133189626811;1;-5.0
0;10;105;2.414778814350345;-1.0705658866424765;1;-5.0
0;10;106;2.419997204950736;-1.073739817804806;1;-5.0
0;10;107;2.432564547966477;-1.080670961203849;1;-5.0
0;10;108;2.4429669583506874;-1.0857820771056768;1;-5.0
0;10;109;2.4537667537427175;-1.0905630559664126;1;-5.0
0;10;110;2.4615629599530133;-1.0936966799596115;1;-5.0
0;10;111;2.4707995657047097;-1.0972252166387466;1;-5.0
0;10;112;2.4841796616993155;-1.1020189372470663;1;-5.0
0;10;113;2.4899538426062784;-1.104012674142573;1;-5.0
0;10;114;2.497097511363154;-1.1064785070398178;1;-5.0
0;10;115;2.501389624811253;-1.1079244170320268;1;-5.0
0;10;116;2.5141618668003547;-1.1119645969159324;1;-5.0
0;10;117;2.5211281559803966;-1.1140866045444888;1;-5.0
0;10;118;2.527988299636113;-1.1161483675441115;1;-5.0
0;10;119;2.5427744721613337;-1.120579429621393;1;-5.0
0;10;120;2.54936900174508;-1.122577647029672;1;-5.0
0;10;121;2.557268284454433;-1.1249882005925471;1;-5.0
0;10;122;2.567962366166824;-1.1282873294373161;1;-5.0
0;10;123;2.5746824226027583;-1.130331157521374;1;-5.0
0;10;124;2.5827010805428614;-1.1327389991087846;1;-5.0
0;10;125;2.5906749969747374;-1.135134083056881;1;-5.0
0;10;126;2.597309446512388;-1.1371737627959448;1;-5.0
