0,0,0,reset,0:0:5
0,351,214,goal,0:1:46
0,351,215,goal,0:0:1
0,351,216,goal,0:0:1
0,351,217,goal,0:0:2
0,351,218,goal,0:0:1
0,351,219,goal,0:0:1
