0,0,0,reset,0:0:0
0,0,0,reset,0:0:0
0,0,37,reset,0:0:3
0,0,37,collision,0:0:0
0,0,37,reset,0:0:0
0,1,43,reset,0:0:4
0,1,43,collision,0:0:0
0,1,43,reset,0:0:0
0,2,1,reset,0:0:0
0,2,1,collision,0:0:0
0,2,1,reset,0:0:0
0,3,2,reset,0:0:0
0,3,2,collision,0:0:0
0,3,2,reset,0:0:0
0,4,45,reset,0:0:4
0,4,45,collision,0:0:0
0,4,45,reset,0:0:0
0,5,86,reset,0:0:7
0,5,86,collision,0:0:0
0,5,86,reset,0:0:0
0,6,31,reset,0:0:3
0,6,31,collision,0:0:0
0,6,31,reset,0:0:0
0,7,0,reset,0:0:0
0,7,0,collision,0:0:0
0,7,0,reset,0:0:0
0,8,1,reset,0:0:0
0,8,1,collision,0:0:0
0,8,1,reset,0:0:0
0,9,0,reset,0:0:0
0,9,0,collision,0:0:0
0,9,0,reset,0:0:0
0,10,56,reset,0:0:5
0,10,56,collision,0:0:0
0,10,56,reset,0:0:0
0,11,162,reset,0:0:14
0,11,162,collision,0:0:0
0,11,162,reset,0:0:0
0,12,0,reset,0:0:0
0,12,0,collision,0:0:0
0,12,0,reset,0:0:0
0,13,5,reset,0:0:0
0,13,5,collision,0:0:0
0,13,5,reset,0:0:0
0,14,0,reset,0:0:0
0,14,0,collision,0:0:0
0,14,0,reset,0:0:0
0,15,2,reset,0:0:0
0,15,2,collision,0:0:0
0,15,2,reset,0:0:0
0,16,353,reset,0:0:31
0,16,353,collision,0:0:0
0,16,353,reset,0:0:0
0,0,0,reset,0:0:0
0,0,62,reset,0:0:5
0,0,62,collision,0:0:0
0,0,62,reset,0:0:0
0,1,0,reset,0:0:0
0,1,0,collision,0:0:0
0,1,0,reset,0:0:0
0,2,1,reset,0:0:0
0,2,1,collision,0:0:0
0,2,1,reset,0:0:0
0,3,75,reset,0:0:7
0,3,75,collision,0:0:0
0,3,75,reset,0:0:0
0,0,0,reset,0:0:0
0,0,36,reset,0:0:3
0,0,36,collision,0:0:0
0,0,36,reset,0:0:0
0,1,0,reset,0:0:0
0,1,0,collision,0:0:0
0,1,0,reset,0:0:0
0,2,0,reset,0:0:0
0,2,0,collision,0:0:0
0,2,0,reset,0:0:0
0,3,0,reset,0:0:0
0,3,0,collision,0:0:0
0,3,0,reset,0:0:0
0,4,0,reset,0:0:0
0,4,0,collision,0:0:0
0,4,0,reset,0:0:0
0,5,91,reset,0:0:8
0,5,91,collision,0:0:0
0,5,91,reset,0:0:0
0,6,1,reset,0:0:0
0,6,1,collision,0:0:0
0,6,1,reset,0:0:0
0,7,0,reset,0:0:0
0,7,0,collision,0:0:0
0,7,0,reset,0:0:0
0,8,2,reset,0:0:0
0,8,2,collision,0:0:0
0,8,2,reset,0:0:0
0,9,0,reset,0:0:0
0,9,0,collision,0:0:0
0,9,0,reset,0:0:0
0,10,2,reset,0:0:0
0,10,2,collision,0:0:0
0,10,2,reset,0:0:0
0,11,1,reset,0:0:0
0,11,1,collision,0:0:0
0,11,1,reset,0:0:0
0,12,2,reset,0:0:0
0,12,2,collision,0:0:0
0,12,2,reset,0:0:0
0,13,0,reset,0:0:0
0,13,0,collision,0:0:0
0,13,0,reset,0:0:0
0,14,93,reset,0:0:8
0,14,93,collision,0:0:0
0,14,93,reset,0:0:0
0,15,176,reset,0:0:16
0,15,176,collision,0:0:0
0,15,176,reset,0:0:0
0,16,1,reset,0:0:0
0,16,1,collision,0:0:0
0,16,1,reset,0:0:0
0,17,1,reset,0:0:0
0,17,1,collision,0:0:0
0,17,1,reset,0:0:0
0,18,40,reset,0:0:3
0,18,40,collision,0:0:0
0,18,40,reset,0:0:0
0,19,3,reset,0:0:0
0,19,3,collision,0:0:0
0,19,3,reset,0:0:0
0,20,0,reset,0:0:0
0,20,0,collision,0:0:0
0,20,0,reset,0:0:0
0,0,0,reset,0:0:20
0,0,648,goal,0:0:54
0,0,0,reset,0:0:0
0,0,368,reset,0:0:27
0,0,368,collision,0:0:0
0,0,368,reset,0:0:0
0,1,183,reset,0:0:14
0,1,183,collision,0:0:0
0,1,183,reset,0:0:0
0,2,670,reset,0:0:51
0,2,670,collision,0:0:0
0,2,670,reset,0:0:0
0,3,1,reset,0:0:0
0,3,1,collision,0:0:0
0,3,1,reset,0:0:0
0,4,396,reset,0:0:30
0,4,396,collision,0:0:0
0,4,396,reset,0:0:0
0,5,2,reset,0:0:0
0,5,2,collision,0:0:0
0,5,2,reset,0:0:0
0,6,624,goal,0:0:50
0,6,625,goal,0:0:1
0,6,626,goal,0:0:1
0,6,1485,goal,0:1:6
0,6,1486,goal,0:0:1
0,6,2165,reset,0:0:51
0,6,2165,collision,0:0:0
0,6,2165,reset,0:0:0
0,7,0,reset,0:0:0
0,7,0,collision,0:0:0
0,7,0,reset,0:0:0
0,8,479,reset,0:0:37
0,8,479,collision,0:0:0
0,8,479,reset,0:0:0
0,9,0,reset,0:0:0
0,9,0,collision,0:0:0
0,9,0,reset,0:0:0
0,10,2,reset,0:0:0
0,10,2,collision,0:0:0
0,10,2,reset,0:0:0
0,11,276,reset,0:0:22
0,11,276,collision,0:0:0
0,11,276,reset,0:0:0
