0,1,157.35038274200807,2.4912490844726562,501,1.0,0:3:29,True,False,False
0,2,626.0072360721313,4.5517778396606445,1002,0.99,0:6:30,True,False,False
0,3,-83.83258864845656,7.324930191040039,1503,0.9801,0:9:25,True,False,False
0,4,-272.69188116638094,8.9457368850708,2004,0.9702989999999999,0:12:21,True,False,False
0,5,225.9560334566325,12.160566329956055,2505,0.96059601,0:15:28,True,False,False
0,6,-590.5596857178499,16.324291229248047,3006,0.9509900498999999,0:18:23,True,False,False
0,7,-3466.151982177185,17.947154998779297,3507,0.9414801494009999,0:21:20,True,False,False
0,8,668.6843929172962,25.855304718017578,4008,0.9320653479069899,0:24:19,True,False,False
0,9,-3907.4959367819547,17.45491600036621,4509,0.92274469442792,0:27:15,True,False,False
0,10,-70.75603417942978,11.271753311157227,5010,0.9135172474836407,0:30:22,True,False,False
0,11,405.3366424703511,26.161121368408203,5511,0.9043820750088043,0:33:13,True,False,False
0,12,600.6397056624396,28.847858428955078,6012,0.8953382542587163,0:35:51,True,False,False
0,13,525.3375863079532,0.22961029410362244,6513,0.8863848717161291,0:38:23,True,False,False
0,14,1326.6641128655406,33.5848388671875,7014,0.8775210229989678,0:40:59,True,False,False
0,15,1740.5825915560504,16.235708236694336,7515,0.8687458127689781,0:43:31,True,False,False
0,16,520.3336775971078,34.7547492980957,8016,0.8600583546412883,0:46:0,True,False,False
0,17,2398.388425459306,49.77801513671875,8517,0.8514577710948754,0:48:31,True,False,False
0,18,564.9894431520573,58.558311462402344,9018,0.8429431933839266,0:51:1,True,False,False
0,19,-2909.9986724102278,60.97215270996094,9519,0.8345137614500874,0:53:31,True,False,False
0,20,1327.8323850355057,-5.572402477264404,10020,0.8261686238355865,0:56:13,True,False,False
0,21,1205.3686965951742,-2.4557623863220215,10521,0.8179069375972307,0:58:44,True,False,False
0,22,1408.0318700347468,29.403968811035156,11022,0.8097278682212583,1:1:14,True,False,False
0,23,1162.994450645053,1.2872843742370605,11523,0.8016305895390458,1:3:42,True,False,False
0,24,2830.5310797360567,66.33686828613281,12024,0.7936142836436553,1:6:19,True,False,False
0,25,1441.1145226009235,69.51445770263672,12525,0.7856781408072188,1:8:48,True,False,False
0,26,2964.70813392683,64.0323257446289,13026,0.7778213593991465,1:11:27,True,False,False
0,27,1461.458085731262,10.008308410644531,13527,0.7700431458051551,1:13:59,True,False,False
0,28,2881.558742655779,9.284965515136719,14028,0.7623427143471035,1:16:35,True,False,False
0,29,2586.3754669933433,0.20801270008087158,14529,0.7547192872036325,1:19:14,True,False,False
0,30,690.7352705076784,43.827884674072266,15030,0.7471720943315961,1:21:55,True,False,False
0,31,2296.7565207228995,96.40638732910156,15531,0.7397003733882802,1:24:30,True,False,False
0,32,3041.5024317941657,87.50483703613281,16032,0.7323033696543974,1:27:3,True,False,False
0,33,2267.146317484179,48.03988265991211,16533,0.7249803359578534,1:29:36,True,False,False
0,34,2058.3947388298857,4.204208850860596,17034,0.7177305325982748,1:32:9,True,False,False
0,35,2892.839360441648,10.40245246887207,17535,0.7105532272722921,1:34:44,True,False,False
0,36,2486.845948987096,43.74983596801758,18036,0.7034476949995692,1:37:21,True,False,False
0,37,1665.18917496575,73.1091537475586,18537,0.6964132180495735,1:39:56,True,False,False
0,38,1939.8008683517603,-9.81103229522705,19038,0.6894490858690777,1:42:34,True,False,False
0,39,2456.607703789188,90.44992065429688,19539,0.682554595010387,1:45:14,True,False,False
0,40,2309.660377181922,83.4672622680664,20040,0.6757290490602831,1:48:0,True,False,False
0,41,2176.6982626368886,114.581298828125,20541,0.6689717585696803,1:50:35,True,False,False
0,42,3530.708198974538,64.18036651611328,21042,0.6622820409839835,1:53:17,True,False,False
